15105,4997,onwatch,1453941479
15108,4997,onwatch,1453999705
15108,4997,onwatch,1454001331
15108,4997,onwatch,1454001335
15108,4997,onwatch,1454001405
4,4997,onwatch,1454602280
4,4997,start,1454602284
4,4997,endat25,1454602295
4,4997,half,1454602296
15087,4997,onwatch,1454602808
15087,4997,endat0,1454605487
14832,4997,onwatch,1454607134
14832,4997,start,1454607143
14832,4997,endat6,1454607189
14832,4997,onwatch,1454609283
14832,4997,start,1454609289
9058,4997,onwatch,1454613450
9058,4997,start,1454613457
14975,4997,start,1454614329
14832,4997,endat40,1454614644
14832,4997,onwatch,1454614654
14832,4997,endat0,1454614663
9058,4997,half,1454621720
6183,4997,onwatch,1454623994
6183,4997,start,1454624010
7107,4997,onwatch,1454625897
7107,4997,start,1454625904
6183,4997,endat40,1454628015
7107,4997,half,1454632929
13955,4997,onwatch,1454686218
13955,4997,start,1454686239
6069,4997,onwatch,1454693294
6069,4997,start,1454693305
15026,4997,onwatch,1454700611
15026,4997,start,1454700615
12229,4997,onwatch,1454703195
12229,4997,start,1454703205
12229,4997,endat0,1454703221
5808,4997,onwatch,1454717000
5808,4997,start,1454717317
15128,4997,onwatch,1454772124
15128,4997,start,1454772131
15128,4997,onwatch,1454772641
15128,4997,start,1454773808
15128,4997,half,1454776595
15185,4997,start,1454807986
15185,4997,half,1454810874
15095,4997,start,1454918527
11282,4997,onwatch,1454919437
11282,4997,start,1454919647
14926,4997,onwatch,1454921914
14926,4997,endat0,1454921972
11282,4997,endat19,1454923317
14409,4997,onwatch,1454925114
14409,4997,start,1454925124
14409,4997,endat0,1454925140
14409,4997,onwatch,1454925141
14409,4997,endat0,1454925206
14872,4997,onwatch,1454929035
14872,4997,start,1454929040
14872,4997,half,1454931448
14872,4997,finished,1454934786
14872,4997,endat170,1454934952
14872,4997,endat200,1454934953
14872,4997,onwatch,1454934953
5785,4997,onwatch,1454943712
5785,4997,start,1454943721
5785,4997,endat15,1454944487
15194,4997,onwatch,1454948729
15194,4997,endat0,1454948761
8295,4997,onwatch,1454968206
8295,4997,endat0,1454968224
15071,4997,onwatch,1454970932
15071,4997,onwatch,1454970932
9483,4997,onwatch,1454972386
9483,4997,start,1454972399
9483,4997,half,1454975464
9483,4997,endat97,1454977793
15191,4997,onwatch,1454989583
15191,4997,endat0,1454989727
15201,4997,onwatch,1455012868
15201,4997,start,1455012881
15201,4997,endat0,1455012883
15201,4997,onwatch,1455013051
15201,4997,start,1455013058
15201,4997,endat0,1455013064
15201,4997,onwatch,1455013065
15201,4997,endat0,1455013105
6057,4997,onwatch,1455023962
6057,4997,start,1455023969
6057,4997,half,1455026377
15095,4997,half,1455027036
15095,4997,endat98,1455028907
13470,4997,onwatch,1455035332
13470,4997,endat0,1455036868
8737,4997,onwatch,1455046585
8737,4997,endat0,1455046603
10986,4997,onwatch,1455047269
10986,4997,start,1455047285
9589,4997,onwatch,1455051646
9589,4997,start,1455052024
15049,4997,onwatch,1455071723
15049,4997,onwatch,1455071889
14610,4997,onwatch,1455096859
14610,4997,start,1455096885
14926,4997,onwatch,1455105274
14926,4997,start,1455105309
14926,4997,half,1455107749
14926,4997,endat62,1455108346
6372,4997,onwatch,1455113682
6372,4997,start,1455113687
6372,4997,half,1455113695
6372,4997,finished,1455113695
10249,4997,onwatch,1455114582
10249,4997,start,1455114596
15049,4997,onwatch,1455120882
15049,4997,endat0,1455120901
15049,4997,endat0,1455120901
14624,4997,onwatch,1455202162
14624,4997,start,1455202182
7952,4997,onwatch,1455208292
7952,4997,start,1455208300
14658,4997,onwatch,1455208349
14658,4997,endat0,1455208354
15226,4997,onwatch,1455214604
15226,4997,start,1455214611
15226,4997,onwatch,1455214622
15226,4997,endat0,1455214688
15226,4997,endat17,1455215125
9552,4997,onwatch,1455218436
9552,4997,endat0,1455218482
10986,4997,endat12,1455228099
4243,4997,onwatch,1455293321
4243,4997,start,1455293386
4243,4997,half,1455293415
4243,4997,endat54,1455293436
4243,4997,onwatch,1455293474
4243,4997,endat0,1455293495
4243,4997,onwatch,1455293525
4243,4997,start,1455293532
4243,4997,half,1455295945
4243,4997,endat77,1455297563
14808,4997,onwatch,1455298524
14808,4997,start,1455300177
14808,4997,endat16,1455300968
14287,4997,onwatch,1455314521
14287,4997,start,1455314536
15219,4997,onwatch,1455368170
15219,4997,start,1455368323
15219,4997,endat37,1455375368
11046,4997,onwatch,1455375757
11046,4997,start,1455375768
15082,4997,onwatch,1455380835
15082,4997,endat0,1455380839
14899,4997,onwatch,1455403808
14899,4997,start,1455403818
14899,4997,half,1455406230
15066,4997,onwatch,1455431482
15066,4997,endat0,1455432552
14960,4997,onwatch,1455479333
14960,4997,endat0,1455507974
6830,4997,onwatch,1455538608
6830,4997,endat0,1455538619
13658,4997,onwatch,1455542592
13658,4997,start,1455542609
13658,4997,endat46,1455546784
9985,4997,onwatch,1455553445
9985,4997,start,1455553467
13769,4997,onwatch,1455561094
13769,4997,start,1455561128
13769,4997,half,1455563489
13769,4997,endat94,1455564109
15122,4997,onwatch,1455589518
15122,4997,start,1455589526
15230,4997,onwatch,1455593654
15230,4997,start,1455593663
15230,4997,endat3,1455593857
15122,4997,half,1455594613
15122,4997,endat137,1455599452
14624,4997,onwatch,1455612546
14624,4997,start,1455612706
14624,4997,half,1455617512
11046,4997,onwatch,1455623677
14624,4997,finished,1455623793
11046,4997,start,1455623809
14624,4997,endat100,1455623811
12632,4997,onwatch,1455648521
12632,4997,start,1455648525
14808,4997,onwatch,1455650827
14808,4997,start,1455650838
12632,4997,half,1455658142
12632,4997,endat113,1455661789
6372,4997,onwatch,1455719197
6372,4997,start,1455719254
6372,4997,half,1455719259
6372,4997,finished,1455720965
15056,4997,onwatch,1455730659
15056,4997,start,1455730681
15056,4997,onwatch,1455730808
15056,4997,start,1455730815
15056,4997,half,1455735294
15188,4997,onwatch,1455746779
15188,4997,start,1455746801
15188,4997,endat24,1455748112
15188,4997,onwatch,1455748114
15188,4997,start,1455748152
15188,4997,half,1455750400
15188,4997,onwatch,1455750904
15188,4997,onwatch,1455750939
15188,4997,start,1455751197
15188,4997,half,1455751260
15188,4997,endat99,1455754000
14099,4997,onwatch,1455757093
14099,4997,start,1455757112
15167,4997,onwatch,1455759187
15167,4997,start,1455759194
14099,4997,half,1455759521
15167,4997,endat22,1455760481
10249,4997,onwatch,1455775325
10249,4997,start,1455777449
10249,4997,endat0,1455777453
11046,4997,onwatch,1455798097
11046,4997,start,1455798411
14808,4997,endat5,1455811534
15220,4997,onwatch,1455827861
15220,4997,start,1455828011
15220,4997,half,1455830892
15220,4997,endat100,1455833668
15188,4997,onwatch,1455837442
15188,4997,start,1455837452
15188,4997,endat4,1455837576
6518,4997,onwatch,1455873491
6518,4997,start,1455873516
15188,4997,onwatch,1455875559
15188,4997,endat0,1455875570
6518,4997,half,1455875925
6518,4997,finished,1455878329
6518,4997,endat100,1455878606
14630,4997,onwatch,1455905896
14630,4997,endat0,1455905988
11046,4997,onwatch,1455974403
11046,4997,start,1455974461
11046,4997,half,1455974500
14634,4997,onwatch,1455994475
14634,4997,start,1455994482
14634,4997,half,1455998121
15316,4997,onwatch,1456033617
15316,4997,start,1456033624
15316,4997,endat12,1456034380
14439,4997,onwatch,1456057015
14439,4997,start,1456057075
14439,4997,endat9,1456057576
14984,4997,onwatch,1456076389
14984,4997,start,1456076399
14984,4997,half,1456078328
14984,4997,endat99,1456080085
15153,4997,onwatch,1456080192
15153,4997,onwatch,1456080295
15153,4997,start,1456080318
15153,4997,onwatch,1456080364
13453,4997,onwatch,1456083035
13453,4997,endat0,1456083073
13453,4997,endat0,1456083074
15230,4997,onwatch,1456101774
15230,4997,start,1456102836
15230,4997,endat24,1456102862
7336,4997,onwatch,1456113655
7336,4997,start,1456113668
5798,4997,onwatch,1456140428
5798,4997,start,1456140435
5798,4997,endat45,1456141228
5798,4997,half,1456141797
